Number,Actual value,Fast runtime,FastN runtime,Impl1 runtime,Impl2 runtime,Fast abs err,Fast rel err,FastN abs err,FastN rel err,
2.67022e+10,6.11965e-06,0.024,0.151,0.883,1.081,-1.24654e-07,-0.0203694,3.83443e-09,0.000626576,
109087,0.0030277,0.03,0.189,0.855,0.83,-6.1699e-05,-0.0203782,1.89897e-06,0.000627198,
3.30447e+10,5.5011e-06,0.029,0.169,0.99,0.891,-3.90492e-08,-0.00709843,4.16549e-10,7.5721e-05,
128937,0.00278491,0.037,0.358,1.052,1.08,-8.70507e-06,-0.0031258,4.07454e-08,1.46308e-05,
3.76619e+07,0.000162948,0.023,0.276,0.843,0.812,-2.19322e-06,-0.0134596,4.44852e-08,0.000273002,
6.81846e+07,0.000121104,0.023,0.131,0.655,0.644,4.76884e-06,0.0393782,2.77993e-07,0.00229549,
5.08356e+07,0.000140254,0.044,0.177,0.63,0.646,-9.24105e-07,-0.00658879,9.15315e-09,6.52612e-05,
4.68378e+06,0.000462064,0.054,0.172,0.745,0.634,9.01363e-06,0.0195073,2.61993e-07,0.000567006,
1.14165e+11,2.95961e-06,0.05,0.179,0.808,0.83,-6.04603e-08,-0.0204285,1.86537e-09,0.000630277,
98610.8,0.00318448,0.045,0.188,0.751,0.874,-6.1037e-05,-0.0191671,1.76602e-06,0.000554572,
8.50542e+11,1.08431e-06,0.025,0.403,0.816,0.832,-3.3391e-09,-0.00307947,1.54614e-11,1.42593e-05,
1.1718,0.923791,0.038,0.139,0.727,0.972,0.00971889,0.0105207,0.000152767,0.000165369,
2.04258e+11,2.21264e-06,0.033,0.179,1.011,0.755,-2.07829e-08,-0.00939281,2.93767e-10,0.000132768,
7.81718e+10,3.57664e-06,0.041,0.192,0.728,0.998,5.70687e-08,0.015956,1.35879e-09,0.000379906,
262847,0.00195051,0.046,0.131,0.594,0.717,8.26379e-05,0.0423673,5.17757e-06,0.00265447,
3.49983e+07,0.000169035,0.042,0.233,0.799,0.609,-9.51273e-07,-0.00562767,8.04721e-09,4.76068e-05,
2.58519e+08,6.21948e-05,0.044,0.199,0.824,0.648,2.65544e-06,0.0426956,1.67645e-07,0.00269549,
7.34421e+09,1.16688e-05,0.042,0.14,0.686,0.827,-2.2588e-07,-0.0193576,6.60111e-09,0.000565705,
1.4649e+12,8.26221e-07,0.044,0.176,0.792,0.819,-7.23509e-09,-0.00875685,9.52696e-11,0.000115308,
504.987,0.0445,0.043,0.147,0.605,0.64,-0.000116881,-0.00262654,4.65661e-07,1.04643e-05,
1829.68,0.0233783,0.045,0.175,0.554,0.847,-0.000381796,-0.0163312,9.4045e-06,0.000402275,
72656.2,0.00370991,0.048,0.128,0.642,0.708,7.76472e-05,0.0209296,2.42027e-06,0.00065238,
8.35279e+09,1.09417e-05,0.058,0.132,0.709,1.013,-5.72309e-08,-0.00523053,4.4929e-10,4.10623e-05,
4.95917e+07,0.000142002,0.092,0.145,0.56,0.655,-1.43868e-06,-0.0101313,2.19297e-08,0.000154432,
3.12357e+11,1.78927e-06,0.048,0.13,0.594,0.935,2.8907e-08,0.0161558,6.96787e-10,0.000389426,
1.33747e+06,0.000864684,0.057,0.37,0.625,0.684,-2.64286e-06,-0.00305645,1.2049e-08,1.39345e-05,
2.12892e+06,0.000685363,0.042,0.134,0.872,0.776,-1.38971e-06,-0.0020277,4.24916e-09,6.19987e-06,
3.18334e+06,0.000560478,0.047,0.174,0.672,0.653,-3.52383e-06,-0.00628719,3.32366e-08,5.93004e-05,
8.97217e+07,0.000105573,0.045,0.39,0.768,0.649,-9.68161e-07,-0.00917057,1.33587e-08,0.000126535,
36.2589,0.16607,0.046,0.168,0.759,0.662,-0.0023666,-0.0142506,5.08279e-05,0.000306062,
114675,0.00295301,0.041,0.393,0.872,0.616,-5.31208e-05,-0.0179887,1.44192e-06,0.000488288,
1.31876e+10,8.70797e-06,0.043,0.6,0.85,0.723,-3.85398e-08,-0.00442581,2.56478e-10,2.94532e-05,
0.751659,1.15343,0.046,0.18,0.88,0.802,-0.0089581,-0.00776652,0.000104666,9.07434e-05,
2.38972e+07,0.000204563,0.045,0.187,0.85,0.761,-3.18269e-06,-0.0155585,7.46659e-08,0.000365002,
9.71808e+09,1.0144e-05,0.043,0.41,0.875,0.622,-1.43279e-07,-0.0141245,3.04954e-09,0.000300624,
1.03299e+08,9.83901e-05,0.049,0.174,0.781,0.656,-1.97631e-06,-0.0200865,5.99393e-08,0.000609201,
117203,0.002921,0.043,0.185,0.626,0.637,-4.74728e-05,-0.0162523,1.16369e-06,0.000398387,
114984,0.00294905,0.056,0.42,0.743,0.885,-5.24882e-05,-0.0177983,1.40956e-06,0.00047797,
37058.4,0.00519465,0.043,0.174,0.614,0.643,-7.32224e-05,-0.0140957,1.55531e-06,0.000299406,
155.826,0.0801087,0.068,0.187,0.944,0.624,-0.00147545,-0.0184181,4.1008e-05,0.000511905,
123.925,0.0898297,0.069,0.169,0.596,1.205,-0.000537537,-0.00598396,4.82798e-06,5.37459e-05,
0.236602,2.05585,0.074,0.432,0.554,0.708,0.0882125,0.0429081,0.0055964,0.00272218,
20951.1,0.0069087,0.074,0.134,0.624,0.736,-2.35853e-05,-0.00341385,1.21072e-07,1.75246e-05,
2.83367e+11,1.87856e-06,0.081,0.235,0.619,0.808,6.79136e-08,0.0361519,3.63855e-09,0.00193688,
8.6624e+06,0.000339767,0.076,0.221,0.653,0.707,-1.47428e-06,-0.00433911,9.63337e-09,2.83529e-05,
447416,0.00149501,0.08,0.157,0.769,0.678,-2.90757e-05,-0.0194485,8.53674e-07,0.000571015,
1.96619e+11,2.25521e-06,0.081,0.184,0.59,0.646,-3.12168e-08,-0.0138421,6.50971e-10,0.000288652,
2.35344e+08,6.51851e-05,0.079,0.127,0.715,0.707,1.87223e-06,0.0287218,7.989e-08,0.00122559,
2.18914e+11,2.13729e-06,0.068,0.404,0.769,0.979,5.56406e-09,0.00260333,2.16005e-11,1.01065e-05,
46.2174,0.147095,0.073,0.2,0.737,0.731,-0.00189218,-0.0128637,3.66718e-05,0.000249307,
6.42842e+06,0.00039441,0.272,0.151,1.154,0.714,-7.86426e-06,-0.0199393,2.3676e-07,0.000600288,
600963,0.00128996,0.06,0.14,0.886,0.694,-1.95322e-05,-0.0151417,4.45871e-07,0.000345647,
3343.38,0.0172945,0.077,0.183,0.579,0.772,0.000141535,0.00818383,1.73226e-06,0.000100163,
9708.77,0.0101489,0.059,0.137,0.677,0.734,-0.000175081,-0.0172513,4.55696e-06,0.000449012,
0.030821,5.69609,0.077,0.148,0.698,0.919,-0.0149961,-0.00263269,5.91278e-05,1.03804e-05,
1.34235e+14,8.6311e-08,0.08,0.137,0.606,0.7,-7.26182e-10,-0.00841354,9.18732e-12,0.000106444,
1394.26,0.0267811,0.085,0.126,0.569,0.755,-0.000300966,-0.011238,5.09061e-06,0.000190082,
444.452,0.0474338,0.077,0.294,0.755,0.679,-0.000877876,-0.0185074,2.45199e-05,0.000516928,
492005,0.00142566,0.058,0.542,0.764,0.884,-1.53752e-05,-0.0107846,2.49594e-07,0.000175073,
2.00748e+09,2.2319e-05,0.051,0.14,0.547,0.68,-2.52378e-07,-0.0113078,4.29827e-09,0.000192584,
2.16109e+06,0.000680242,0.05,0.24,0.84,0.884,-2.76492e-06,-0.00406461,1.68802e-08,2.4815e-05,
49159.6,0.0045102,0.058,0.38,0.56,0.772,-3.63882e-05,-0.00806797,4.41447e-07,9.78775e-05,
2.6607e+10,6.13059e-06,0.05,0.181,0.616,0.724,-1.24285e-07,-0.0202729,3.80487e-09,0.000620637,
313.084,0.0565157,0.054,0.177,0.649,0.856,0.000186048,0.00329198,9.16421e-07,1.62153e-05,
1.33225e+15,2.73973e-08,0.045,0.191,0.838,0.752,2.41315e-10,0.00880798,3.17613e-12,0.000115929,
95.2892,0.102442,0.042,0.436,0.743,0.761,-0.00190771,-0.0186224,5.36144e-05,0.000523363,
1.4049e+07,0.000266795,0.076,0.133,0.609,0.731,3.93903e-06,0.0147643,8.68167e-08,0.000325406,
9.02897e+06,0.000332798,0.058,0.17,0.592,0.72,-3.10864e-06,-0.00934091,4.36848e-08,0.000131265,
315.36,0.0563114,0.043,0.134,0.605,0.719,0.000120655,0.00214263,3.83705e-07,6.81398e-06,
1.96243e+08,7.13843e-05,0.042,0.175,0.75,0.783,-8.19069e-07,-0.0114741,1.41517e-08,0.000198247,
314058,0.00178441,0.07,0.135,0.618,0.856,1.19264e-05,0.00668366,1.19093e-07,6.67407e-05,
3.62088e+07,0.000166186,0.05,0.174,0.565,0.728,-1.59891e-06,-0.00962121,2.31666e-08,0.000139402,
5.52411e+09,1.34545e-05,0.054,0.18,0.563,0.621,-5.67488e-08,-0.00421782,3.6016e-10,2.67687e-05,
7.02353e+06,0.000377331,0.062,0.2,0.648,0.647,-7.6234e-06,-0.0202035,2.32627e-07,0.000616506,
2.08197e+11,2.19161e-06,0.051,0.122,0.612,0.741,-1.44814e-08,-0.00660768,1.43928e-10,6.56722e-05,
1.90725e+07,0.00022898,0.049,0.155,0.576,0.624,3.68181e-06,0.0160792,8.83447e-08,0.000385819,
4.10269e+07,0.000156123,0.05,0.172,0.715,0.629,-2.89772e-06,-0.0185606,8.11706e-08,0.000519916,
5.90102e+06,0.000411658,0.049,0.196,0.589,0.658,-5.9657e-06,-0.0144919,1.30298e-07,0.00031652,
4.05733e+06,0.000496455,0.044,0.182,0.597,0.7,2.11864e-05,0.0426754,1.33691e-06,0.00269292,
3.04466e+13,1.8123e-07,0.051,0.19,0.717,0.639,-3.38898e-09,-0.0186999,9.56533e-11,0.0005278,
4195.89,0.0154379,0.05,0.189,0.596,0.724,0.000579691,0.0375499,3.22415e-05,0.00208846,
0.000165816,77.658,0.056,0.359,0.593,0.615,-1.37294,-0.0176793,0.0366211,0.000471569,
9.34874e-05,103.425,0.057,0.181,0.606,0.705,-2.0599,-0.0199169,0.0619507,0.000598994,
3.79243e+06,0.000513501,0.054,0.183,0.653,0.647,2.04066e-05,0.03974,1.2003e-06,0.00233748,
0.782044,1.1308,0.044,0.197,1.067,0.672,-0.00120211,-0.00106306,1.90735e-06,1.68673e-06,
2.09813e+10,6.90374e-06,0.043,0.426,0.826,0.643,2.42831e-08,0.00351738,1.27784e-10,1.85094e-05,
221895,0.00212288,0.043,0.243,0.568,0.801,3.77661e-05,0.01779,1.0021e-06,0.000472048,
36928.6,0.00520378,0.04,0.236,0.769,0.628,-7.18371e-05,-0.0138048,1.49431e-06,0.000287158,
1.28027e+06,0.000883789,0.043,0.18,0.652,0.749,3.14415e-06,0.00355758,1.67638e-08,1.89681e-05,
1.75276e+10,7.55333e-06,0.041,0.182,0.7,0.744,2.90446e-07,0.0384527,1.65378e-08,0.00218947,
0.0235479,6.51664,0.048,0.183,0.62,0.649,-0.125397,-0.0192426,0.00364256,0.000558963,
1.46712e+15,2.61076e-08,0.046,0.182,0.607,0.671,-1.55836e-10,-0.00596899,1.39799e-12,5.35473e-05,
4.30127e+07,0.000152476,0.044,0.171,0.592,0.622,-2.93208e-06,-0.0192298,8.51287e-08,0.000558309,
9.02478e+07,0.000105264,0.043,0.173,0.848,0.669,-1.03708e-06,-0.00985213,1.53741e-08,0.000146052,
57790.1,0.00415981,0.041,0.178,0.775,0.938,0.000127638,0.0306836,5.81471e-06,0.00139783,
9786.03,0.0101087,0.049,0.19,0.562,0.645,-0.000178383,-0.0176464,4.74881e-06,0.000469773,
34839.4,0.00535753,0.043,0.186,0.581,0.664,-4.26085e-05,-0.00795301,5.09899e-07,9.51743e-05,
42757.4,0.00483609,0.05,0.228,0.795,0.63,-9.20999e-05,-0.0190443,2.64775e-06,0.000547498,
6.09708e+09,1.28067e-05,0.042,0.185,0.716,0.709,-1.95636e-07,-0.015276,4.50564e-09,0.000351817,
2.96419e+07,0.000183674,0.042,0.4,0.578,0.631,-3.17265e-06,-0.0172733,8.2684e-08,0.000450168,
4.95834e+07,0.000142014,0.054,0.152,0.586,0.627,-1.44189e-06,-0.0101531,2.20462e-08,0.000155239,
1.94444e+09,2.26779e-05,0.055,0.414,0.877,0.715,-3.41392e-07,-0.0150539,7.74889e-09,0.000341694,
9.73041e+12,3.20579e-07,0.047,0.227,0.826,0.638,-3.89312e-09,-0.012144,7.12248e-11,0.000222176,
1.40071e+06,0.000844941,0.055,0.156,0.549,0.668,-7.66333e-06,-0.00906967,1.04657e-07,0.000123864,
1.00281e+06,0.000998597,0.092,0.199,0.933,0.644,4.26953e-05,0.0427552,2.69909e-06,0.00270288,
1.45711e+10,8.28427e-06,0.072,0.318,0.643,1.032,1.52138e-07,0.0183647,4.16458e-09,0.000502709,
83.6131,0.109361,0.053,0.136,0.58,0.715,-0.000689857,-0.00630806,6.54161e-06,5.98166e-05,
6.63537e+07,0.000122763,0.061,0.148,0.783,0.581,5.25228e-06,0.0427839,3.32278e-07,0.00270667,
1.43896e+06,0.000833635,0.095,0.138,0.656,0.651,-1.00633e-05,-0.0120716,1.8283e-07,0.000219317,
1.41655e+06,0.000840202,0.05,0.139,0.564,0.918,-8.71287e-06,-0.01037,1.36031e-07,0.000161903,
4.7659e+06,0.000458066,0.056,0.135,0.651,0.757,7.40562e-06,0.0161671,1.78668e-07,0.00039005,
4248.78,0.0153415,0.076,0.16,0.85,0.93,0.000533746,0.034791,2.75308e-05,0.00179453,
1.87643e+08,7.30018e-05,0.055,0.156,0.716,0.645,-1.15696e-06,-0.0158484,2.76486e-08,0.000378739,
3.07315,0.570437,0.056,0.188,0.544,0.67,-0.00243998,-0.00427738,1.56164e-05,2.73762e-05,
554771,0.00134259,0.055,0.243,0.756,0.688,-9.92243e-06,-0.00739052,1.10129e-07,8.20273e-05,
1.3772e+08,8.52121e-05,0.055,0.139,0.563,0.656,-2.97849e-07,-0.00349538,1.56433e-09,1.83581e-05,
9.68445e+11,1.01616e-06,0.055,0.14,0.736,0.599,3.07797e-08,0.0302902,1.38436e-09,0.00136235,
0.00455022,14.8246,0.042,0.312,0.75,0.6,0.171711,0.0115828,0.00297165,0.000200454,
289.754,0.0587469,0.043,0.299,0.691,0.745,0.00099327,0.0169076,2.50451e-05,0.000426323,
1459.19,0.0261784,0.042,0.138,0.684,0.644,-0.000408227,-0.015594,9.59635e-06,0.000366575,
4.10818e+06,0.000493373,0.043,0.228,0.824,0.677,2.10642e-05,0.0426944,1.32975e-06,0.00269523,
1543.36,0.0254546,0.049,0.14,0.564,0.684,-0.000489907,-0.0192463,1.42343e-05,0.000559205,
7637.83,0.0114423,0.042,0.135,0.771,0.958,-0.000133363,-0.0116552,2.34041e-06,0.00020454,
156292,0.00252948,0.038,0.148,0.57,0.659,-4.44164e-05,-0.0175595,1.17649e-06,0.000465113,
0.249559,2.00177,0.048,0.119,0.56,0.863,0.0859599,0.042942,0.00545776,0.00272647,
2.83675e+11,1.87754e-06,0.044,0.15,0.53,0.634,6.74282e-08,0.0359131,3.58909e-09,0.00191159,
3291.76,0.0174295,0.052,0.135,0.662,0.594,7.96951e-05,0.00457242,5.47618e-07,3.14189e-05,
6.54094e+11,1.23646e-06,0.044,0.131,0.628,0.643,-2.15775e-08,-0.0174511,5.68093e-10,0.000459451,
3.1684e+08,5.61798e-05,0.061,0.158,0.574,0.669,5.19307e-07,0.00924367,7.17773e-09,0.000127764,
175703,0.00238567,0.042,0.429,0.536,0.674,-4.36048e-05,-0.0182778,1.20257e-06,0.000504081,
6.10919e+09,1.27941e-05,0.053,0.161,0.577,0.702,-1.97578e-07,-0.0154429,4.60113e-09,0.000359631,
1345.38,0.0272633,0.055,0.203,0.897,0.691,-0.000191735,-0.00703273,2.02656e-06,7.43329e-05,
19741.8,0.00711716,0.043,0.445,0.539,0.642,4.07104e-05,0.00572004,3.4878e-07,4.90056e-05,
6.08726e+07,0.000128171,0.044,0.139,0.589,0.694,5.24962e-06,0.040958,3.18119e-07,0.002482,
755869,0.00115021,0.046,0.322,0.564,0.609,-1.50154e-05,-0.0130545,2.95346e-07,0.000256776,
4.73065e+12,4.59769e-07,0.046,0.177,0.566,0.699,1.24408e-08,0.0270589,5.00364e-10,0.00108829,
1311.15,0.0276168,0.048,0.303,0.638,0.626,-9.93013e-05,-0.00359568,5.34579e-07,1.9357e-05,
8.25408e+06,0.000348069,0.049,0.177,0.594,0.59,-1.07125e-06,-0.0030777,4.97676e-09,1.42982e-05,
263088,0.00194962,0.047,0.14,0.591,0.854,8.21943e-05,0.0421592,5.12484e-06,0.00262863,
3.5833e+06,0.000528273,0.047,0.36,0.7,0.642,1.08331e-05,0.0205066,3.30969e-07,0.000626511,
448.99,0.0471935,0.063,0.186,0.543,0.674,-0.000841212,-0.0178248,2.26274e-05,0.000479461,
3.73592e+08,5.1737e-05,0.044,0.2,0.536,0.767,-6.97488e-07,-0.0134814,1.41663e-08,0.000273813,
33582.8,0.00545684,0.042,0.311,0.757,0.733,-1.81939e-05,-0.00333413,9.12696e-08,1.67257e-05,
2.05599e+09,2.20541e-05,0.048,0.134,0.6,0.73,-1.72573e-07,-0.00782498,2.02999e-09,9.2046e-05,
3.14221e+07,0.000178395,0.046,0.123,0.617,0.789,-1.97509e-06,-0.0110714,3.29164e-08,0.000184515,
1.41772e+08,8.39855e-05,0.043,0.138,0.557,0.723,-6.03111e-07,-0.00718114,6.50471e-09,7.74504e-05,
0.0477882,4.57446,0.044,0.142,0.652,0.736,-0.0232677,-0.00508645,0.00017786,3.88812e-05,
348.107,0.0535974,0.049,0.249,0.643,0.718,-0.000594679,-0.0110953,9.93162e-06,0.0001853,
2.75361e+08,6.02627e-05,0.06,0.156,0.531,0.665,2.24445e-06,0.0372445,1.23837e-07,0.00205495,
1.74873e+09,2.39133e-05,0.072,0.14,0.553,0.633,-4.96642e-07,-0.0207685,1.55778e-08,0.00065143,
3.47919e+09,1.69536e-05,0.069,0.152,0.634,0.639,1.08157e-07,0.00637961,1.03137e-09,6.08349e-05,
5.13803e+10,4.41166e-06,0.072,0.149,0.559,0.629,-3.76567e-08,-0.00853574,4.83396e-10,0.000109573,
1268.02,0.0280825,0.072,0.14,0.564,0.636,3.73684e-05,0.00133066,7.45058e-08,2.6531e-06,
365518,0.00165404,0.099,0.306,0.524,1.004,-2.25945e-05,-0.0136602,4.65079e-07,0.000281178,
4.92865e+06,0.000450439,0.073,0.332,0.567,0.633,4.51572e-06,0.0100252,6.76664e-08,0.000150223,
8.19997e+06,0.000349216,0.076,0.14,0.554,0.593,-1.49952e-06,-0.00429395,9.69158e-09,2.77524e-05,
2.33718e+07,0.000206849,0.091,0.245,0.621,0.644,-2.80756e-06,-0.013573,5.74219e-08,0.000277602,
102228,0.00312763,0.049,0.431,0.611,0.642,-6.3983e-05,-0.0204574,1.97696e-06,0.000632097,
220.363,0.0673644,0.043,0.141,0.642,0.686,0.00153636,0.0228067,5.21615e-05,0.000774319,
1.87485e+06,0.000730326,0.042,0.125,0.629,0.647,-1.18832e-05,-0.0162711,2.9162e-07,0.000399302,
4.73583e+06,0.000459517,0.041,0.183,0.493,0.624,7.98231e-06,0.0173711,2.06812e-07,0.000450063,
588.243,0.0412308,0.045,0.414,0.559,0.641,-0.000631295,-0.0153113,1.45733e-05,0.000353458,
6.80695e+09,1.21206e-05,0.055,0.139,0.527,0.704,-2.51308e-07,-0.020734,7.87077e-09,0.000649372,
7.7564e+13,1.13546e-07,0.083,0.133,0.671,0.697,2.50698e-09,0.0220791,8.24159e-11,0.00072584,
4.07502e+09,1.56652e-05,0.059,0.142,0.638,0.727,6.71479e-07,0.0428645,4.25571e-08,0.00271667,
6.23176,0.400585,0.045,0.14,0.92,0.799,-0.00818318,-0.0204281,0.000252455,0.000630217,
2.25328e+06,0.000666181,0.043,0.357,0.73,0.772,-6.09359e-06,-0.00914704,8.38772e-08,0.000125908,
1.20727e+07,0.000287804,0.055,0.14,0.622,0.891,-3.8099e-06,-0.0132378,7.5961e-08,0.000263933,
4121.28,0.015577,0.063,0.148,0.619,0.634,0.000647654,0.0415776,3.98308e-05,0.00255703,
70319,0.00377106,0.043,0.13,0.696,0.675,0.00010397,0.0275704,4.25987e-06,0.00112962,
1.12151e+08,9.44273e-05,0.043,0.311,0.543,0.658,-1.91361e-06,-0.0202654,5.85569e-08,0.000620127,
1.01052e+08,9.94782e-05,0.05,0.132,0.79,0.648,-1.91022e-06,-0.0192024,5.537e-08,0.000556605,
0.349717,1.69099,0.044,0.239,0.596,0.605,-0.0236164,-0.013966,0.000496984,0.000293901,
13916.6,0.00847683,0.041,0.155,0.594,0.655,0.00015932,0.0187948,4.46383e-06,0.000526591,
1.73918,0.758277,0.043,0.144,0.538,0.717,-0.0139496,-0.0183964,0.000387311,0.000510778,
2.42397e+06,0.000642298,0.055,0.142,0.598,0.636,-1.01061e-05,-0.0157343,2.39757e-07,0.000373281,
79305.7,0.00355098,0.054,0.148,0.664,0.821,1.77966e-05,0.00501176,1.33645e-07,3.76361e-05,
6.59139e+09,1.23172e-05,0.046,0.14,0.771,0.698,-2.46167e-07,-0.0199856,7.42875e-09,0.000603121,
1.67513e+06,0.000772638,0.048,0.159,0.528,0.603,-1.60728e-05,-0.0208025,5.0501e-07,0.000653617,
7.16631,0.373553,0.045,0.394,0.552,0.646,-0.0060105,-0.0160901,0.000145823,0.000390367,
493292,0.0014238,0.051,0.19,0.574,0.658,-1.48389e-05,-0.0104221,2.32714e-07,0.000163446,
2.43359e+07,0.000202711,0.055,0.139,0.91,0.567,-3.43892e-06,-0.0169647,8.801e-08,0.000434166,
8.51257e+07,0.000108385,0.057,0.135,0.779,0.624,-2.45673e-07,-0.00226666,8.36735e-10,7.72002e-06,
1.28046,0.883724,0.047,0.124,0.544,0.64,-0.00318193,-0.0036006,1.72257e-05,1.94922e-05,
1.3239e+06,0.000869104,0.045,0.138,0.556,0.63,-1.38232e-06,-0.00159051,3.25963e-09,3.75056e-06,
14.0097,0.267168,0.042,0.186,0.67,0.615,0.0075599,0.0282964,0.000317842,0.00118967,
1.18705e+06,0.000917837,0.044,0.159,0.534,0.667,1.54868e-05,0.0168731,3.89758e-07,0.000424649,
1.85433e+06,0.000734355,0.067,0.159,0.618,0.646,-1.26311e-05,-0.0172003,3.27767e-07,0.000446333,
9.25886e+08,3.28641e-05,0.057,0.186,0.53,0.718,7.67377e-07,0.02335,2.667e-08,0.000811525,
673322,0.00121868,0.1,0.246,0.755,0.772,-2.34253e-05,-0.0192219,6.79633e-07,0.000557681,
4.72451e+07,0.000145486,0.045,0.12,0.896,0.653,-2.2233e-06,-0.0152819,5.12082e-08,0.00035198,
3.08791e+07,0.000179957,0.052,0.362,0.511,0.829,-2.38887e-06,-0.0132747,4.77739e-08,0.000265475,
3.73011e+16,5.17773e-09,0.049,0.229,0.785,0.632,-2.42153e-11,-0.00467682,1.70086e-13,3.28496e-05,
2.85288e+08,5.92049e-05,0.048,0.141,0.548,0.639,1.75097e-06,0.0295747,7.69069e-08,0.00129899,
1.25711e+08,8.91893e-05,0.055,0.148,0.534,0.686,-9.85252e-07,-0.0110468,1.63855e-08,0.000183716,
74.8534,0.115583,0.042,0.137,0.573,0.63,0.00125492,0.0108573,2.03773e-05,0.0001763,
2.88e+06,0.000589256,0.048,0.359,0.784,0.702,-1.00594e-05,-0.0170713,2.59024e-07,0.000439578,
198.423,0.0709911,0.049,0.135,0.586,0.574,-0.000193425,-0.00272463,7.97212e-07,1.12297e-05,
21.6767,0.214785,0.05,0.177,0.73,0.981,-0.00229594,-0.0106895,3.694e-05,0.000171986,
3.20441,0.558632,0.057,0.238,0.838,0.761,0.00216204,0.00387024,1.2517e-05,2.24065e-05,
6.22972e+10,4.0065e-06,0.045,0.402,0.683,0.672,1.63202e-07,0.0407343,9.83664e-09,0.00245517,
8.88059e+06,0.000335567,0.089,0.121,0.876,0.827,-2.49909e-06,-0.00744736,2.79688e-08,8.33478e-05,
411614,0.00155867,0.043,0.131,0.551,0.878,-3.21e-05,-0.0205945,9.98378e-07,0.000640531,
4.10342,0.493659,0.042,0.134,0.727,0.648,0.0183801,0.0372324,0.00101376,0.00205356,
1.94814e+10,7.16457e-06,0.043,0.289,0.567,0.903,1.18594e-07,0.0165529,2.92812e-09,0.000408694,
1.36687e-07,2704.81,0.043,0.546,0.579,0.605,-41.0195,-0.0151654,0.937744,0.000346695,
2.5181e+12,6.30178e-07,0.044,0.113,0.579,0.641,-9.49535e-09,-0.0150677,2.15664e-10,0.000342227,
117411,0.00291841,0.046,0.134,0.595,0.673,-4.69619e-05,-0.0160916,1.13947e-06,0.000390443,
5.45086e+12,4.28319e-07,0.047,0.316,0.902,0.769,5.12443e-10,0.00119641,9.37916e-13,2.18976e-06,
10993.2,0.00953759,0.048,0.133,0.559,0.864,-0.000173919,-0.0182351,4.78607e-06,0.000501811,
2288.34,0.0209045,0.06,0.347,0.54,0.872,-0.000273094,-0.0130639,5.37373e-06,0.000257061,
6.47738e+10,3.92917e-06,0.054,0.128,0.665,0.842,1.68904e-07,0.0429873,1.07348e-08,0.00273207,
554513,0.0013429,0.042,0.132,0.717,0.648,-9.85025e-06,-0.00733505,1.08732e-07,8.09679e-05,
26601.1,0.00613127,0.045,0.16,0.599,0.697,-0.000127489,-0.0207932,4.00422e-06,0.000653082,
75.422,0.115147,0.045,0.131,0.56,0.637,0.00109605,0.00951872,1.5609e-05,0.000135557,
1.89382e+07,0.00022979,0.042,0.141,0.621,0.733,4.00362e-06,0.017423,1.04032e-07,0.000452725,
3.44169e+06,0.000539031,0.052,0.13,0.592,0.604,5.10586e-06,0.00947229,7.22939e-08,0.000134118,
205551,0.00220567,0.049,0.379,0.67,0.79,-1.22166e-06,-0.000553874,9.31323e-10,4.22241e-07,
8.74358e+15,1.06944e-08,0.088,0.18,0.584,1.056,-5.9126e-11,-0.00552871,4.91163e-13,4.59272e-05,
0.741487,1.16131,0.045,0.123,0.731,0.769,-0.0112456,-0.00968355,0.000163794,0.000141042,
5.18248e+09,1.38909e-05,0.045,0.13,0.557,0.744,7.62084e-08,0.0054862,6.24823e-10,4.49806e-05,
2.8418e+08,5.93203e-05,0.044,0.184,0.651,0.836,1.80332e-06,0.0303997,8.14034e-08,0.00137227,
6.92772e+10,3.79931e-06,0.042,0.127,0.562,0.771,1.56304e-07,0.0411401,9.51286e-09,0.00250384,
1.18744e+13,2.90198e-07,0.049,0.128,0.665,0.708,-5.21734e-09,-0.0179786,1.41512e-10,0.000487639,
0.408045,1.56547,0.045,0.193,0.701,0.828,-0.0324783,-0.0207466,0.00101769,0.000650084,
5.51853,0.425685,0.045,0.132,0.589,0.842,-0.00537166,-0.0126189,0.000102103,0.000239855,
12347.2,0.00899944,0.043,0.13,0.777,0.761,-6.64061e-05,-0.00737892,7.36676e-07,8.1858e-05,
3.25885e+10,5.53946e-06,0.041,0.405,0.737,0.858,-5.1326e-08,-0.00926551,7.15772e-10,0.000129213,
5.0758e+12,4.43862e-07,0.031,0.226,0.636,0.898,5.88904e-09,0.0132677,1.16643e-10,0.000262791,
1.92236e+07,0.000228077,0.038,0.122,0.889,0.634,3.32967e-06,0.0145988,7.25558e-08,0.000318119,
22185.6,0.00671374,0.043,0.132,1.176,0.646,-7.13859e-05,-0.0106328,1.14273e-06,0.000170208,
520.192,0.0438448,0.045,0.203,0.653,0.635,-9.40226e-05,-0.00214444,3.05474e-07,6.96716e-06,
288.261,0.0588989,0.031,0.402,0.754,0.936,0.0010541,0.0178967,2.81297e-05,0.000477593,
1.17277e+10,9.23408e-06,0.038,0.412,0.964,0.607,-1.60763e-07,-0.0174098,4.22278e-09,0.000457304,
1.3793e+14,8.51473e-08,0.022,0.408,0.836,0.661,-3.25301e-10,-0.00382045,1.86873e-12,2.1947e-05,
0.000469297,46.1611,0.057,0.334,0.716,0.642,-0.332424,-0.00720139,0.00359726,7.79284e-05,
