Number,Actual value,Fast runtime,FastN runtime,Impl1 runtime,Impl2 runtime,Fast abs err,Fast rel err,FastN abs err,FastN rel err,
10165.2,0.0099184,0.058,0.182,0.857,0.669,-0.000187904,-0.0189449,5.37373e-06,0.000541794,
9414.19,0.0103064,0.055,0.191,11.395,0.643,-0.000157986,-0.0153288,3.65078e-06,0.000354224,
2.66082e+07,0.000193862,0.054,0.187,0.698,0.655,-4.02107e-06,-0.020742,1.25961e-07,0.000649749,
2.10303e+06,0.000689568,0.049,0.133,0.598,0.693,-1.98022e-07,-0.000287169,5.82077e-11,8.44118e-08,
6.1864e+08,4.02051e-05,0.049,0.191,0.641,0.745,-6.24055e-07,-0.0155218,1.46028e-08,0.000363209,
1586.15,0.0251089,0.055,0.139,0.684,0.716,-0.000509141,-0.0202773,1.55903e-05,0.000620909,
2.74328e+15,1.90926e-08,0.05,0.138,0.853,0.671,-3.52111e-10,-0.0184423,9.80194e-12,0.00051339,
1.53762e+06,0.000806446,0.049,0.137,0.682,0.645,-1.42804e-05,-0.0177078,3.81493e-07,0.000473055,
3.62074,0.525535,0.054,0.183,0.689,0.664,0.0211056,0.0401602,0.00125438,0.00238686,
8.03753e+08,3.52727e-05,0.056,0.189,0.721,0.668,-2.95211e-07,-0.00836939,3.71801e-09,0.000105408,
142530,0.00264879,0.055,0.315,0.774,0.621,-2.76468e-05,-0.0104375,4.34229e-07,0.000163935,
0.918436,1.04346,0.055,0.133,0.917,0.661,0.045656,0.0437545,0.00295269,0.00282972,
28089.4,0.00596662,0.055,0.332,0.652,0.633,-0.000114711,-0.0192255,3.32901e-06,0.000557939,
6.2282e+11,1.26712e-06,0.054,0.138,0.578,0.637,-1.80403e-08,-0.0142372,3.8699e-10,0.000305409,
2.37618e+06,0.000648725,0.051,0.152,0.723,0.677,-9.24279e-06,-0.0142476,1.9843e-07,0.000305877,
66543.8,0.00387656,0.055,0.138,0.59,0.677,0.00015321,0.0395222,8.96328e-06,0.00231218,
2.03347e+09,2.21759e-05,0.049,0.218,0.606,0.778,-2.10806e-07,-0.0095061,3.01407e-09,0.000135916,
15777,0.00796137,0.048,0.195,0.827,0.721,0.000339921,0.0426963,2.14605e-05,0.00269558,
0.344917,1.70272,0.049,0.289,0.63,0.612,-0.0214906,-0.0126213,0.00040853,0.000239928,
580992,0.00131194,0.054,0.136,0.628,0.719,-1.61484e-05,-0.0123088,2.99304e-07,0.000228138,
5.97424,0.409128,0.056,0.151,0.98,0.622,-0.00768813,-0.0187915,0.000218093,0.000533069,
1519.73,0.0256517,0.022,0.144,0.72,0.677,-0.00047306,-0.0184416,1.31689e-05,0.000513373,
3.72008e+08,5.1847e-05,0.043,0.148,0.658,0.753,-6.77508e-07,-0.0130674,1.33368e-08,0.000257234,
13825.5,0.00850471,0.035,0.31,0.746,0.799,0.000143768,0.0169046,3.62378e-06,0.000426091,
1.15838e+08,9.29126e-05,0.024,0.396,0.776,0.81,-1.75188e-06,-0.0188551,4.98549e-08,0.000536578,
3.18387e+09,1.77224e-05,0.042,0.138,0.824,1.01,-1.72202e-07,-0.00971663,2.5193e-09,0.000142153,
121.609,0.0906811,0.049,0.37,0.66,0.643,-0.000817068,-0.00901034,1.1079e-05,0.000122176,
6.30294e+07,0.000125959,0.039,0.151,0.65,0.745,5.42463e-06,0.0430667,3.45404e-07,0.0027422,
1.40925e+13,2.66383e-07,0.039,0.2,0.774,0.815,1.02818e-09,0.00385979,5.94014e-12,2.22992e-05,
1.83034e+08,7.39153e-05,0.028,0.373,1.02,0.77,-1.29151e-06,-0.0174729,3.40442e-08,0.000460584,
8.70066e+07,0.000107207,0.03,0.186,0.852,0.661,-5.6826e-07,-0.00530057,4.52565e-09,4.2214e-05,
270320,0.00192336,0.022,0.179,0.722,0.926,6.94088e-05,0.0360872,3.71202e-06,0.00192996,
1.74063e+09,2.39688e-05,0.023,0.235,0.877,0.676,-4.98621e-07,-0.0208029,1.5667e-08,0.000653638,
0.38861,1.60414,0.023,0.138,0.787,0.623,-0.0326798,-0.0203721,0.00100541,0.000626759,
6.2832e+11,1.26156e-06,0.023,0.192,0.684,0.8,-1.88278e-08,-0.0149242,4.23597e-10,0.000335771,
748.785,0.0365444,0.024,0.376,0.768,0.69,-0.000418276,-0.0114457,7.20844e-06,0.000197251,
9.28593e+07,0.000103774,0.027,0.209,0.597,0.7,-1.34024e-06,-0.012915,2.60843e-08,0.000251358,
0.262233,1.95279,0.028,0.185,0.603,0.885,0.063217,0.0323726,0.0030365,0.00155495,
1.69859e+06,0.000767283,0.045,0.188,0.696,0.972,-1.59647e-05,-0.0208068,5.01692e-07,0.000653855,
0.75289,1.15248,0.037,0.148,0.868,0.756,-0.00867045,-0.00752328,9.81092e-05,8.51286e-05,
5.95637e+15,1.29571e-08,0.038,0.133,0.639,0.711,-1.01886e-10,-0.00786328,1.20526e-12,9.30189e-05,
3.96505e-08,5021.99,0.034,0.147,0.722,0.698,-93.1689,-0.0185522,2.60889,0.000519493,
0.00378734,16.2492,0.028,0.151,0.758,0.611,0.693363,0.0426705,0.0437469,0.00269225,
191941,0.00228253,0.024,0.137,0.592,0.712,-2.57639e-05,-0.0112874,4.37722e-07,0.000191771,
2.06451e+09,2.20086e-05,0.024,0.344,0.674,0.853,-1.57588e-07,-0.00716031,1.69712e-09,7.71117e-05,
50138.9,0.00446594,0.038,0.232,0.596,0.643,-2.2281e-05,-0.00498909,1.67172e-07,3.74328e-05,
0.0184802,7.35608,0.032,0.148,0.74,0.709,0.0653763,0.00888738,0.00086832,0.000118041,
1.59918e+07,0.000250064,0.032,0.179,0.682,0.744,1.07017e-05,0.0427957,6.77188e-07,0.00270805,
3560.77,0.0167582,0.044,0.152,0.883,0.667,0.00043457,0.0259317,1.67564e-05,0.000999889,
1.13543e+12,9.3847e-07,0.034,0.185,0.625,0.826,3.35712e-08,0.0357722,1.77988e-09,0.00189658,
110.231,0.0952464,0.023,0.151,0.853,0.734,-0.00180764,-0.0189786,5.1789e-05,0.000543737,
4.38433e+10,4.77583e-06,0.038,0.231,0.847,0.795,-9.18762e-08,-0.0192378,2.66846e-09,0.000558743,
3.77146e+07,0.000162834,0.032,0.189,0.661,0.668,-2.21128e-06,-0.01358,4.52419e-08,0.000277841,
2.6438e+08,6.15015e-05,0.037,0.312,0.572,0.693,2.62851e-06,0.0427388,1.6611e-07,0.00270091,
3.52547e+07,0.000168419,0.039,0.358,0.704,1.038,-1.10069e-06,-0.00653543,1.08121e-08,6.41974e-05,
4.99663e+11,1.41469e-06,0.043,0.193,0.742,0.613,-2.07428e-08,-0.0146625,4.58499e-10,0.000324099,
582014,0.00131079,0.028,0.135,0.587,0.694,-1.63489e-05,-0.0124725,3.0722e-07,0.000234378,
1.26585e+10,8.88808e-06,0.033,0.35,0.584,0.672,-9.33796e-08,-0.0105062,1.47702e-09,0.00016618,
358.74,0.0527971,0.032,0.187,0.966,0.697,-0.000745974,-0.0141291,1.58846e-05,0.000300862,
1.03609e+11,3.10671e-06,0.033,0.138,0.699,0.601,-5.98436e-08,-0.0192627,1.74032e-09,0.00056018,
2.41081e+13,2.03666e-07,0.033,0.18,0.677,0.64,-2.42888e-09,-0.0119258,4.36273e-11,0.00021421,
2.26703e+06,0.000664158,0.039,0.488,0.65,1.005,-6.51611e-06,-0.00981109,9.62173e-08,0.000144871,
4.36852e+07,0.000151298,0.039,0.138,0.84,0.912,-2.88698e-06,-0.0190815,8.31642e-08,0.000549672,
1.95558e+11,2.26132e-06,0.036,0.19,0.972,0.863,-3.24694e-08,-0.0143586,7.02585e-10,0.000310697,
3.83217e+09,1.61539e-05,0.028,0.14,0.661,0.65,5.62533e-07,0.0348233,2.90438e-08,0.00179794,
1.09795e+08,9.54352e-05,0.025,0.138,0.644,0.959,-1.97726e-06,-0.0207183,6.18675e-08,0.000648267,
2.00911e+07,0.000223099,0.033,0.18,0.672,0.805,1.50737e-06,0.00675652,1.52504e-08,6.8357e-05,
663813,0.00122737,0.033,0.206,0.672,0.777,-2.35835e-05,-0.0192146,6.84173e-07,0.000557428,
9.07739,0.331909,0.033,0.21,0.791,0.671,-0.00476709,-0.0143626,0.000103176,0.000310855,
2.40447e+09,2.03935e-05,0.028,0.135,0.688,0.736,-2.70144e-07,-0.0132466,5.39148e-09,0.000264373,
133458,0.00273734,0.028,0.143,0.85,0.632,-6.69039e-06,-0.00244412,2.44472e-08,8.93102e-06,
0.912531,1.04683,0.023,0.139,0.887,0.653,0.0453186,0.0432913,0.00290024,0.0027705,
26.9702,0.192557,0.023,0.209,0.631,0.659,-0.0038466,-0.0199765,0.000116035,0.000602604,
246.231,0.0637278,0.023,0.209,0.587,0.976,0.00272142,0.0427038,0.00017184,0.00269647,
4.08305e+07,0.000156498,0.023,0.192,0.662,0.806,-2.87994e-06,-0.0184025,7.99919e-08,0.000511138,
8.90642e+06,0.00033508,0.022,0.208,0.672,1.059,-2.61015e-06,-0.00778963,3.05881e-08,9.12861e-05,
89147,0.00334924,0.034,0.362,0.659,0.692,-3.72904e-05,-0.011134,6.2515e-07,0.000186654,
3.31538e+06,0.000549204,0.034,0.35,0.682,0.62,5.73345e-07,0.00104396,8.73115e-10,1.58978e-06,
57042.4,0.00418698,0.023,0.26,0.725,0.785,0.000110244,0.0263303,4.31575e-06,0.00103075,
7.34622,0.36895,0.023,0.187,0.69,0.798,-0.00499079,-0.013527,0.000101745,0.000275769,
5.47007e+07,0.000135208,0.03,0.305,0.779,0.813,1.06056e-06,0.00784388,1.24419e-08,9.20201e-05,
7274.02,0.011725,0.023,0.196,0.626,0.729,-0.000197664,-0.0168583,5.02635e-06,0.000428687,
1.74354e+08,7.57329e-05,0.03,0.147,0.654,0.66,-1.44758e-06,-0.0191143,4.17713e-08,0.000551561,
1.97221e+07,0.000225177,0.028,0.151,0.744,0.675,2.24232e-06,0.00995805,3.33821e-08,0.000148248,
1870.88,0.0231194,0.023,0.24,0.737,0.695,-0.000326311,-0.0141142,6.94022e-06,0.00030019,
1.12926e+08,9.4103e-05,0.023,0.178,1.015,0.748,-1.88578e-06,-0.0200395,5.70581e-08,0.000606337,
7.61191e+07,0.000114618,0.029,0.322,0.988,0.778,1.89157e-06,0.0165033,4.65589e-08,0.000406209,
426757,0.00153077,0.032,0.138,1.006,0.925,-3.17977e-05,-0.0207723,9.97563e-07,0.000651674,
2.48817e+11,2.00475e-06,0.033,0.185,1.056,0.708,8.05164e-08,0.0401628,4.78576e-09,0.00238721,
5.38788e+07,0.000136236,0.028,0.448,0.899,0.702,5.92932e-07,0.00435225,3.87081e-09,2.84126e-05,
23308.8,0.00654998,0.027,0.201,0.934,0.843,-0.000101247,-0.0154576,2.35951e-06,0.000360231,
6.70261e+10,3.86258e-06,0.039,0.146,0.7,0.678,1.64838e-07,0.0426755,1.04019e-08,0.00269299,
0.550214,1.34814,0.028,0.123,0.988,0.644,-0.0156912,-0.0116391,0.000274897,0.000203908,
5.85141e+07,0.000130728,0.033,0.298,1.013,0.709,3.51711e-06,0.026904,1.40659e-07,0.00107596,
5.70423e+06,0.000418699,0.033,0.366,0.597,0.743,-4.65236e-06,-0.0111115,7.78527e-08,0.00018594,
3.093e+11,1.79808e-06,0.052,0.131,0.652,0.676,3.24233e-08,0.0180321,8.71637e-10,0.000484759,
4.26196e+12,4.8439e-07,0.031,0.185,1.003,0.759,2.06696e-08,0.0426714,1.30416e-09,0.00269237,
1.04972e+07,0.000308648,0.038,0.187,0.821,0.627,-5.89335e-06,-0.0190941,1.6985e-07,0.000550304,
3.73477e+10,5.1745e-06,0.042,0.147,0.661,0.722,-5.37825e-08,-0.0103938,8.41737e-10,0.00016267,
0.0644794,3.93813,0.044,0.184,0.726,0.654,0.141711,0.0359843,0.00755692,0.00191891,
137.36,0.0853236,0.039,0.25,0.697,0.739,-0.000768796,-0.00901035,1.04234e-05,0.000122163,
3.42041e+08,5.40706e-05,0.048,0.362,0.652,0.671,-1.57383e-07,-0.00291069,6.87578e-10,1.27163e-05,
1.44978e+12,8.30519e-07,0.036,0.14,0.866,0.698,-6.21623e-09,-0.00748475,6.99742e-11,8.42536e-05,
61970.8,0.00401704,0.044,0.252,0.933,0.992,0.000172427,0.0429239,1.0943e-05,0.00272415,
464203,0.00146773,0.034,0.361,0.775,0.889,-2.50885e-05,-0.0170934,6.4692e-07,0.000440762,
631603,0.00125828,0.034,0.141,0.64,0.631,-2.26743e-05,-0.0180201,6.16536e-07,0.000489982,
1.74937,0.756066,0.039,0.139,0.695,0.669,-0.0136139,-0.0180062,0.000369906,0.000489252,
274660,0.0019081,0.034,0.239,0.789,0.672,6.22355e-05,0.0326164,3.01178e-06,0.00157841,
18663.1,0.00731996,0.033,0.14,0.773,0.796,0.000114913,0.0156986,2.69152e-06,0.000367697,
9805.87,0.0100985,0.039,0.202,0.79,0.618,-0.000179153,-0.0177405,4.79631e-06,0.000474953,
1.89598e+07,0.000229659,0.042,0.137,0.796,0.667,3.95131e-06,0.0172051,1.01369e-07,0.000441388,
8.17732e+08,3.49699e-05,0.049,0.315,0.661,0.638,-2.00696e-07,-0.00573912,1.72804e-09,4.94151e-05,
5.36267e-05,136.556,0.043,0.293,0.828,0.689,4.0215,0.0294496,0.175888,0.00128803,
373.953,0.051712,0.039,0.191,0.72,0.615,-0.000902541,-0.0174532,2.37636e-05,0.000459538,
3.36528e+07,0.000172381,0.039,0.243,0.811,0.744,-5.2707e-08,-0.000305759,2.91038e-11,1.68834e-07,
8157.48,0.0110719,0.032,0.184,0.647,0.74,-8.23382e-06,-0.000743669,9.31323e-09,8.41159e-07,
47349.8,0.00459559,0.028,0.149,0.653,0.712,-5.8875e-05,-0.0128112,1.13575e-06,0.000247139,
2.59382e+07,0.00019635,0.049,0.36,0.88,0.727,-3.97069e-06,-0.0202226,1.21261e-07,0.000617578,
3.21803,0.557449,0.041,0.151,0.769,1.028,0.00268114,0.00480965,1.92523e-05,3.45364e-05,
0.173956,2.39762,0.037,0.189,0.529,0.702,-0.0388179,-0.0161902,0.000947714,0.000395273,
9.89242e+10,3.17943e-06,0.054,0.186,0.838,0.725,-5.21459e-08,-0.016401,1.28989e-09,0.000405699,
3.71133e+10,5.19081e-06,0.041,0.149,0.979,0.72,-5.04797e-08,-0.00972481,7.38964e-10,0.00014236,
6.13491e+10,4.03735e-06,0.039,0.59,0.61,0.756,1.4141e-07,0.0350255,7.34235e-09,0.00181861,
1.84152e+07,0.00023303,0.046,0.198,1.036,0.783,5.34122e-06,0.0229207,1.82248e-07,0.00078208,
4.05277e+09,1.57081e-05,0.035,0.318,0.747,0.696,6.74899e-07,0.042965,4.28718e-08,0.00272927,
76.2628,0.11451,0.037,0.354,0.756,0.738,0.000870079,0.00759828,9.88692e-06,8.63411e-05,
5.19582e+07,0.000138731,0.071,0.15,0.725,0.793,-4.05576e-07,-0.00292348,1.77533e-09,1.2797e-05,
56677.9,0.00420043,0.073,0.184,0.595,0.888,0.00010196,0.0242738,3.68245e-06,0.000876685,
0.134804,2.72364,0.09,0.138,0.536,0.645,-0.0260193,-0.00955316,0.00037384,0.000137258,
547.877,0.0427227,0.085,0.191,0.599,0.66,-0.000371274,-0.00869032,4.85405e-06,0.000113618,
106185,0.0030688,0.092,0.135,0.851,0.657,-6.38484e-05,-0.0208057,2.00653e-06,0.00065385,
4.56462e+10,4.68056e-06,0.077,0.137,0.553,0.671,-8.70614e-08,-0.0186006,2.44427e-09,0.000522217,
414.502,0.0491175,0.095,0.196,0.594,0.739,-0.00102209,-0.020809,3.21269e-05,0.000654082,
16600.6,0.00776137,0.094,0.356,0.583,0.7,0.000310461,0.0400007,1.83787e-05,0.00236797,
1619.77,0.024847,0.08,0.188,0.552,0.642,-0.000514589,-0.0207103,1.60951e-05,0.000647769,
1.39373e+12,8.47055e-07,0.091,0.143,0.562,0.952,-1.83462e-09,-0.00216588,5.96856e-12,7.04625e-06,
1.0411e+06,0.000980063,0.282,0.156,0.57,0.69,4.19901e-05,0.0428443,2.65997e-06,0.00271408,
8166.33,0.0110659,0.101,0.14,0.551,1.046,-5.79469e-06,-0.000523653,5.58794e-09,5.04969e-07,
2.95206e+15,1.84051e-08,0.094,0.136,0.834,0.649,-3.48843e-10,-0.0189536,9.97957e-12,0.000542219,
6.79913e+09,1.21276e-05,0.086,0.142,0.737,0.684,-2.51286e-07,-0.0207203,7.86349e-09,0.000648399,
113197,0.00297223,0.099,0.389,0.741,0.925,-5.59296e-05,-0.0188174,1.5886e-06,0.000534482,
134.458,0.0862397,0.091,0.247,0.591,0.684,-0.000561394,-0.00650969,5.49108e-06,6.36723e-05,
15582,0.00801104,0.08,0.191,0.751,0.657,0.000343091,0.0428273,2.17259e-05,0.00271199,
2964.05,0.0183678,0.094,0.143,0.757,0.664,-0.000232156,-0.0126393,4.42006e-06,0.000240642,
1.03425e+14,9.83301e-08,0.085,0.141,0.549,0.682,-1.75571e-09,-0.0178552,4.73079e-11,0.000481113,
4.07314e+12,4.95491e-07,0.093,0.138,0.535,0.768,2.15339e-08,0.0434598,1.3834e-09,0.00279198,
0.0133163,8.66578,0.272,0.197,0.536,0.632,0.1714,0.0197789,0.00505257,0.000583048,
25021.3,0.00632186,0.099,0.387,0.558,0.882,-0.00012522,-0.0198075,3.74485e-06,0.000592365,
2.06327e+08,6.9618e-05,0.094,0.139,0.609,0.711,-2.92486e-07,-0.0042013,1.84809e-09,2.65462e-05,
53.5111,0.136703,0.087,0.181,0.548,0.651,0.00196153,0.0143488,4.20064e-05,0.000307282,
5.87637e+08,4.1252e-05,0.1,0.209,0.687,0.877,-4.58258e-07,-0.0111087,7.66158e-09,0.000185726,
1207.99,0.0287719,0.095,0.184,0.564,0.684,0.000268716,0.00933953,3.75137e-06,0.000130383,
17.46,0.239319,0.093,0.135,0.744,0.611,0.00576712,0.024098,0.000206798,0.000864111,
165700,0.00245663,0.076,0.16,0.722,0.615,-4.71789e-05,-0.0192048,1.36765e-06,0.000556718,
4.80041e+09,1.44331e-05,0.047,0.148,0.749,0.651,2.79077e-07,0.0193358,8.04266e-09,0.000557236,
1.09323e+09,3.02443e-05,0.049,0.408,0.631,0.673,1.17683e-06,0.0389108,6.77919e-08,0.00224148,
2.3879e+07,0.000204641,0.09,0.146,0.776,0.735,-3.17095e-06,-0.0154952,7.40838e-08,0.000362019,
7.04068e+06,0.000376871,0.068,0.235,0.831,0.505,-7.58414e-06,-0.020124,2.30473e-07,0.000611544,
3.2396e+08,5.5559e-05,0.047,0.184,0.965,0.646,3.03247e-07,0.00545812,2.47746e-09,4.45916e-05,
139565,0.00267677,0.063,0.183,0.603,0.682,-2.17501e-05,-0.00812549,2.65893e-07,9.93332e-05,
3.48173e+11,1.69474e-06,0.091,0.338,0.664,0.676,-3.48928e-09,-0.00205889,1.06866e-11,6.30574e-06,
0.000159917,79.0774,0.058,0.273,0.727,0.653,-1.49999,-0.0189687,0.0429535,0.000543183,
7.52274e+11,1.15295e-06,0.046,0.184,0.659,0.639,-1.99257e-08,-0.0172823,5.19435e-10,0.000450526,
395.934,0.0502561,0.073,0.249,0.636,0.66,-0.00101686,-0.0202336,3.10689e-05,0.000618212,
32.141,0.176388,0.07,0.18,0.74,0.683,-9.14335e-05,-0.000518364,7.45058e-08,4.22396e-07,
4.44453e+08,4.74337e-05,0.086,0.31,0.728,0.682,-9.72799e-07,-0.0205086,3.01261e-08,0.00063512,
5.964e+09,1.29489e-05,0.073,0.14,0.672,0.651,-1.71737e-07,-0.0132627,3.43152e-09,0.000265006,
1.05328e-06,974.381,0.075,0.476,0.631,0.616,21.1278,0.0216833,0.68219,0.000700127,
3.69869e+08,5.19968e-05,0.292,0.131,0.58,0.628,-6.49383e-07,-0.0124889,1.22127e-08,0.000234874,
1.23863e+10,8.98521e-06,0.092,0.137,0.554,0.627,-1.1713e-07,-0.0130359,2.30102e-09,0.00025609,
806878,0.00111326,0.076,0.138,0.556,0.639,-4.45987e-06,-0.00400614,2.67755e-08,2.40515e-05,
470687,0.00145758,0.075,0.184,0.624,0.671,-2.31556e-05,-0.0158863,5.54719e-07,0.000380574,
8.74903e+10,3.3808e-06,0.094,0.138,0.547,0.759,-9.44465e-09,-0.00279361,3.9563e-11,1.17023e-05,
736.63,0.0368447,0.06,0.136,0.719,0.657,-0.000488944,-0.0132704,9.77516e-06,0.000265307,
5358.28,0.0136612,0.091,0.14,0.714,0.735,-8.85027e-05,-0.00647842,8.62405e-07,6.31283e-05,
7.72554e+13,1.13772e-07,0.076,0.223,0.619,0.624,2.60284e-09,0.0228777,8.86473e-11,0.000779166,
1.98913e+10,7.09035e-06,0.099,0.184,0.876,0.839,8.98949e-08,0.0126785,1.70212e-09,0.000240061,
1.27129e+12,8.86905e-07,0.053,0.126,0.583,0.964,1.14677e-08,0.01293,2.21405e-10,0.000249638,
7.52089e+14,3.64641e-08,0.044,0.195,0.592,0.65,-6.71196e-10,-0.0184071,1.86446e-11,0.000511315,
1.54809e+06,0.000803715,0.039,0.144,0.867,0.705,-1.45743e-05,-0.0181336,3.98839e-07,0.000496244,
76.4964,0.114335,0.023,0.194,0.592,0.698,0.00080917,0.00707718,8.56817e-06,7.49391e-05,
28429.4,0.00593084,0.027,0.194,0.57,0.899,-0.000109966,-0.0185415,3.07709e-06,0.000518829,
1.19157e+06,0.000916096,0.022,0.122,0.59,0.679,1.47971e-05,0.0161523,3.56638e-07,0.000389303,
1.07491e+10,9.64524e-06,0.049,0.186,0.61,0.618,-1.84166e-07,-0.019094,5.30872e-09,0.000550398,
7.45418e+10,3.66269e-06,0.042,0.153,0.56,0.638,9.27434e-08,0.0253211,3.49269e-09,0.000953585,
587503,0.00130465,0.043,0.143,0.596,0.646,-1.73746e-05,-0.0133174,3.48547e-07,0.000267157,
3.09657e+12,5.68276e-07,0.043,0.135,0.582,0.664,-8.67954e-09,-0.0152734,1.99861e-10,0.000351698,
8.76857e+09,1.06791e-05,0.048,0.137,0.6,0.91,-2.98351e-08,-0.00279377,1.2551e-10,1.17529e-05,
2.21747e+06,0.000671539,0.047,0.134,0.578,0.66,-4.90481e-06,-0.00730384,5.38421e-08,8.01772e-05,
346914,0.00169781,0.043,0.186,0.633,0.671,-1.34758e-05,-0.00793715,1.61002e-07,9.48294e-05,
354590,0.00167933,0.042,0.134,0.77,0.665,-1.76551e-05,-0.0105131,2.79397e-07,0.000166374,
9.23135e+09,1.0408e-05,0.038,0.14,1.032,0.699,-9.54406e-08,-0.00916992,1.31695e-09,0.000126532,
246.03,0.0637538,0.023,0.137,0.714,0.697,0.00272291,0.0427098,0.000171967,0.00269736,
3.45986e+10,5.37614e-06,0.051,0.191,0.652,0.686,-4.74211e-09,-0.000882064,6.36646e-12,1.18421e-06,
5.52285,0.425518,0.045,0.134,0.637,0.679,-0.00540316,-0.0126978,0.000103354,0.000242891,
2.27123e+12,6.63543e-07,0.055,0.181,0.802,0.721,-2.89594e-09,-0.00436436,1.89857e-11,2.86126e-05,
729388,0.0011709,0.05,0.135,0.636,0.71,-1.89843e-05,-0.0162134,4.64148e-07,0.000396402,
637.814,0.0395962,0.054,0.135,0.601,0.666,-0.000753142,-0.0190206,2.16253e-05,0.000546147,
3.10513e+07,0.000179457,0.059,0.139,0.682,0.658,-2.26207e-06,-0.0126051,4.29573e-08,0.000239374,
140836,0.00266467,0.048,0.133,0.612,0.641,-2.4386e-05,-0.0091516,3.35742e-07,0.000125998,
1.23379e+09,2.84695e-05,0.055,0.137,0.666,0.64,4.00703e-07,0.0140748,8.42192e-09,0.000295823,
177687,0.00237232,0.049,0.186,0.838,0.693,-4.21794e-05,-0.0177798,1.13156e-06,0.000476984,
1.21897e+09,2.8642e-05,0.057,0.157,0.625,0.754,4.67953e-07,0.016338,1.14032e-08,0.00039813,
0.101054,3.14574,0.056,0.139,0.672,0.728,-0.0654778,-0.0208148,0.00205874,0.000654455,
359122,0.0016687,0.055,0.211,0.715,0.713,-1.98437e-05,-0.0118917,3.55416e-07,0.000212989,
5.01603,0.446498,0.052,0.138,0.67,0.901,-0.000261337,-0.000585303,2.08616e-07,4.67227e-07,
9.06946e-05,105.005,0.054,0.36,0.793,0.716,-1.9438,-0.0185115,0.054306,0.000517176,
7.76837e+07,0.000113458,0.057,0.138,0.718,0.993,1.44298e-06,0.0127181,2.74158e-08,0.000241638,
1.15168e+12,9.31826e-07,0.056,0.195,0.729,0.673,3.04506e-08,0.0326784,1.47634e-09,0.00158435,
1.14686e+08,9.3378e-05,0.055,0.197,0.673,0.652,-1.81027e-06,-0.0193864,5.29835e-08,0.000567409,
1.34552,0.862094,0.054,0.205,0.799,0.733,-0.00854683,-0.00991403,0.000127494,0.000147889,
1.52607e+07,0.000255984,0.049,0.135,0.667,0.842,1.07606e-05,0.042036,6.68981e-07,0.00261337,
1.12277e+10,9.43743e-06,0.055,0.192,0.637,0.644,-1.79437e-07,-0.0190133,5.14956e-09,0.000545653,
761808,0.00114572,0.054,0.204,0.557,0.706,-1.39765e-05,-0.0121989,2.56812e-07,0.00022415,
1.93728e+11,2.27198e-06,0.054,0.184,0.621,0.676,-3.45121e-08,-0.0151904,7.90351e-10,0.000347869,
180.061,0.074523,0.049,0.316,0.993,0.691,-0.00114449,-0.0153576,2.64943e-05,0.000355518,
10.171,0.313559,0.044,0.188,0.578,0.639,-0.00603059,-0.0192327,0.000175089,0.000558392,
3.42332e+07,0.000170913,0.048,0.137,0.752,0.798,-4.64512e-07,-0.00271782,1.9063e-09,1.11536e-05,
1.48026e+06,0.000821924,0.055,0.182,0.909,0.873,-1.21589e-05,-0.0147933,2.71131e-07,0.000329874,
4.7725e+08,4.57749e-05,0.055,0.136,0.697,0.639,-7.67352e-07,-0.0167636,1.9405e-08,0.000423922,
7.76346e+07,0.000113494,0.054,0.134,0.737,1.021,1.45649e-06,0.0128332,2.79106e-08,0.000245922,
2.70758e+07,0.000192181,0.051,0.143,0.602,0.696,-4.00124e-06,-0.0208202,1.2583e-07,0.000654751,
1.07838e+14,9.62972e-08,0.038,0.152,0.544,0.704,-1.91969e-09,-0.0199351,5.77813e-11,0.000600031,
361443,0.00166334,0.029,0.143,0.625,0.678,-2.0887e-05,-0.0125573,3.95114e-07,0.000237543,
10.9257,0.302534,0.023,0.148,0.942,0.701,-0.00526175,-0.0173922,0.000138044,0.000456293,
4486.33,0.0149298,0.032,0.135,0.54,0.645,0.000348603,0.0233495,1.21165e-05,0.000811565,
8.11494e+06,0.000351041,0.043,0.191,0.884,0.852,-2.14941e-06,-0.00612295,1.97906e-08,5.6377e-05,
3.11096e+09,1.79289e-05,0.042,0.148,0.592,0.647,-2.2476e-07,-0.0125362,4.2437e-09,0.000236697,
2.10266e+07,0.00021808,0.022,0.154,0.621,0.615,-1.08746e-07,-0.000498654,8.73115e-11,4.00365e-07,
352292,0.0016848,0.027,0.198,0.595,0.644,-1.64674e-05,-0.0097741,2.4226e-07,0.000143792,
1.18877e+13,2.90035e-07,0.071,0.136,0.642,0.679,-5.1995e-09,-0.0179271,1.40659e-10,0.000484972,
188811,0.00230137,0.071,0.144,0.549,0.667,-3.02438e-05,-0.0131416,5.98608e-07,0.000260109,
170707,0.00242033,0.088,0.392,0.653,0.654,-4.61696e-05,-0.0190758,1.32946e-06,0.000549291,
924.474,0.0328892,0.086,0.189,0.803,0.666,0.00128802,0.0391624,7.46734e-05,0.00227046,
43.5089,0.151604,0.087,0.134,0.546,0.702,-0.00267291,-0.0176309,7.10934e-05,0.000468941,
1.33156e+08,8.66601e-05,0.082,0.15,0.562,0.668,-1.28886e-07,-0.00148726,2.91038e-10,3.35839e-06,
6.62541e+07,0.000122855,0.072,0.182,0.597,0.607,5.25393e-06,0.0427652,3.3222e-07,0.00270416,
344207,0.00170447,0.076,0.134,0.61,0.68,-1.18552e-05,-0.00695532,1.23982e-07,7.27394e-05,
